user_id,app_id,usage_minutes,rating,timestamp,review
31,12,216,4.8,27:07.1,"Easy to get membership through a couple of clicks I. app, but difficult to cancel, require to log in on desktop website"
31,11,210,4.3,27:07.1,"Amazon Likes to Double Dip on Bills and When a Complaint is Made, and You Have to Delete Your Account, Make Your Kindle Unusable with Download of Books and Kindle Unlimited Subscription.."
32,83,46,2.4,27:07.1,the app is a really good development app for learners and starters the only thing is is that it got stuck on a level I already completed and won't let me keep doing it or go to the next one
32,72,83,2.2,27:07.1,nice simple fun.
32,4,114,3.5,27:07.1,it lis worst thing for editor.
32,78,190,3.9,27:07.1,"the worst there are a lot of different lingo in Spanish there different Spanish languages. there's Spain Spanish , Mexican Spanish, and El Salvador language lingo Spanish. they all don't understand Spain Spanish. so please put the option to learn El Salvador Spanish with El Salvador flag. ?"
32,85,247,4.6,27:07.1,It's more easy to understand
32,89,335,5,27:07.1,it very exciting
32,35,363,5,27:07.1,easy information transfer
32,24,432,5,27:07.1,it is good app
33,51,43,2.3,27:07.1,Great service
33,77,47,2.5,27:07.1,"Best, but most of options are vip"
33,8,154,3.3,27:07.1,"I don't like this program. They are not canceling yearly plans, you will be pay every year. No option canceling and never answer in their email. Report them every body"
33,1,166,3.7,27:07.1,simple and challenging at the same time but good app...
34,74,49,2.2,27:07.1,best platform for learning and enjoying
34,55,114,3.7,27:07.1,good for news gaining every second by second news
34,52,89,2.6,27:07.1,very discounted nice service
34,91,149,3.4,27:07.1,Doesn't support markdown highlighting
35,66,48,2.2,27:07.1,very good Turkish app
35,25,91,2.7,27:07.1,i called to inquire course. C.Serive give no proper response. They hang up in the middle of call. Worst Experience
35,45,165,3.6,27:07.1,Excellent Job Portal
35,94,210,4.2,27:07.1,good for learning
36,76,30,2.1,27:07.1,it's a best app for language's training.
36,8,113,3.4,27:07.1,this app is very good and professional
36,46,160,3.3,27:07.1,tab option is good to fill details
36,65,92,2.2,27:07.1,I am very very happy
36,10,157,3.3,27:07.1,very very fin
36,40,333,5,27:07.1,fiverr has helped me through thick and thin of life. Best website for a freelancer and a buyer as well.
37,44,7,1.5,27:07.1,best service
37,87,131,3.2,27:07.1,Excellent app.
37,77,130,3.6,27:07.1,"I got a VIP but you banned my account and device for unknown reasons, now I can't login"
37,7,129,3.5,27:07.1,this app is good
37,81,256,4.6,27:07.1,bahut achcha app hai
37,83,225,4.2,27:07.1,This app is perfect especially for beginners to coding
37,43,220,4.2,27:07.1,need improvement
38,68,29,2.2,27:07.1,Kinda good for beginners but Good for people who are weak in basics. Good and easy going Interface. Minimal ads too. Only good things are coming out from this app.
38,5,59,2.6,27:07.1,really amazing
38,85,121,3.5,27:07.1,best app to learn c language
38,44,205,4.5,27:07.1,Good application for job seeker to search opportunity. Good service by the application.
38,99,247,4.2,27:07.1,Best app for cood learning
38,80,151,3.5,27:07.1,Rip off. Learning Serbian having completed most of the basic level learning from scratch. There is very minimal grammar explanation as you go so much of the sentences you're practising don't make much sense. My partner who is native is constantly saying 'we would never say that'. There's a big emphasis on formal sayings. The grammar and culture notes are put in in a way that makes them really unengaging. The speaking element doesn't work at all. The dialog element is pretty bad too.
38,17,390,5,27:07.1,"I can't download it on my device, gets to 15% and stops, checked internet, rebooted my Pixel 6a, but there's infinite downloading, while other apps are loading with no problem, udemy simply stops at 15%"
38,77,266,4.5,27:07.1,please give us free time per day for voice room.
39,58,19,1.3,27:07.1,"I have been noticing that since atleast a month, the news is not refreshing correctly. Maybe once a day at the most. I tried uninstalling and rwinstalling already. However, the issue persists. Being a paid subscriber and not getting the optimum experience from the app doesn't make the experience great."
39,45,45,2.8,27:07.1,nice app and helping in search best job
39,4,61,2.8,27:07.1,I paid 49 but subscription not showing
39,54,212,4.6,27:07.1,Thanks TATA
40,71,14,1.3,27:07.1,very nice app
40,94,113,3.2,27:07.1,Good app to learn c++ pragramme for free
40,78,137,3.6,27:07.1,i think this is wayy better than Duolingo. Duolingo just has better marketing. Glad i found this app.
40,68,188,3.3,27:07.1,really good for the summer
40,55,207,4.9,27:07.1,chalabagundhi
41,50,33,2.3,27:07.1,need to understand the app
41,61,129,3.7,27:07.1,not Good app
41,6,142,3.6,27:07.1,it is amazing you can draw whatever and great quality
41,82,158,3.2,27:07.1,I AM SATISFIED WITH IT VERY MUCH
41,48,147,3.7,27:07.1,Very Bad Service. Every time the app won't work properly to search for jobs and profile modification issues.
41,33,283,4.5,27:07.1,the best regards to u mt5
41,96,297,4.7,27:07.1,very good app
41,3,321,5,27:07.1,It is good for everything but video is too bad.Video editing is like more difficult than any other apps like cap cut.Canva is better for presentations and image but please don't use it for video editing
42,24,48,2.4,27:07.1,I won't get any OTP in this app please check it
42,64,48,2.4,27:07.1,"Up-to-date, concise and precise. My go to app for economical news."
42,89,137,3.7,27:07.1,Excellent!!
42,48,191,3.9,27:07.1,"These People are scammers. I have paid for the premium membership and it was completely worthless. These guys will try to different paid services in the name of Resume building, skill development and Job search but all of them are just tools to make money."
42,67,256,4.4,27:07.1,Such a fantastic application
42,35,279,4.2,27:07.1,5 stars . Great App for job seeking!
42,11,317,5,27:07.1,"I keep the Kindle app to support authors that use KU. Only, even with recent updates, I cannot return a book to KU using the app. It was bad enough when they removed the ability to purchase books plus can't we save purchases outside the app... now it's more headache than it's worth. once I finish my tbr, I'm cancelling this subscription."
43,58,52,2.4,27:07.1,Worst App Ever!
43,48,42,2.7,27:07.1,Organised Fraudester and Scammers. they have a good team of marketing guys to lure job seekers and then loot your money in the name of useless services. Be aware as your number will also be shared with other Job Fraud agencies. Be assured that you will never get any call from the recruiter through the Shine App.
43,57,97,2.7,27:07.1,great and excitin
43,98,177,3.2,27:07.1,it has so many bugs in code when we write the correct code then also it shows wrong it only okay okay
43,10,239,4.7,27:07.1,sprb storys
44,70,50,2.7,27:07.1,really bad don't install ts u need to pay for studying it's a scam DON'T INSTALL IT FOR YOUR OWN GOOD
44,38,47,2.7,27:07.1,this is a very good platform for students It helps to grow their professional career and growth.
44,39,136,3.7,27:07.1,This app is good iam giving 5star rating
44,21,86,2.4,27:07.1,Worst app ever the support service is worst they just do not listen to you and your queries.
45,10,37,2.8,27:07.1,I like this
45,17,52,2.5,27:07.1,"excellent option! please go ahead and continue, even with coursera acquisition"
45,41,92,2.2,27:07.1,it reliable and a life changer I love what am seeing
45,83,209,4.3,27:07.1,This app is so fun to learn programming. Highly recommended.
45,58,268,4.2,27:07.1,"For me,it's like a dream come true because I love on a Farm where I don't get my Newsletter delivered early in the morning and I had given up hope of reading one of my favourite Newspapers."
45,60,285,4.2,27:07.1,Worst app....adds doesn't even show....last few days before expiring validity we get calls tht too irrelevant ...no proper response from app...I hv given add 10 times ...not even single time I got good response.....don't expect response from this app.. They are just money making app...no good service ...worst app..I don't recommend this to any one...don't waste ur money with lokal app
45,88,419,5,27:07.1,works perfect.
46,6,40,2.6,27:07.1,I am in love with this it's the best app to couler and I am only 9 my mom loves it more than me the brush cn hav different sizes and thx to this app I cn draw lots of things on paper thx I recommend this app pls try
46,83,72,2.3,27:07.1,its awesome app to use when you want to learn about coding
46,99,55,2.5,27:07.1,Great app for beginners
46,74,199,3.4,27:07.1,super app nalla motivationala erukku good
47,98,37,2.5,27:07.1,Enki is an amazing application for learning coding and build your career.
47,48,89,2.6,27:07.1,Fraud Don't give any money
47,66,122,3.7,27:07.1,yeah this one is the worst math Solver i have ever seen it does not what you to take a photo of the whole thing and the maths he gives you is extremely bad
47,72,163,3.1,27:07.1,Good job developer's
47,14,165,3.4,27:07.1,Disgusting ads.
47,41,297,4.5,27:07.1,Make it more feasible to use
47,31,247,4.4,27:07.1,most comfortable
48,73,38,2.7,27:07.1,"This app is grate, i improve my french knowlage.this app is soo helpful for learning new languages."
48,72,38,2.4,27:07.1,Addictive and superb
48,25,112,3.6,27:07.1,it is very helpfull and interesting platform and I'm always prefers it
48,47,72,2.7,27:07.1,Good good application find to job
48,71,164,3.8,27:07.1,Best app for mathssssssssssssssssss
48,37,182,3.9,27:07.1,"apna very good, thank you support share my resume, HR call me interview arrangement, date , thank you so apna , any one search intership or job , use apna , you have good result"
48,10,361,5,27:07.1,story' kafi achi h
49,3,62,2.8,27:07.1,so much useful
49,48,96,2.9,27:07.1,Useless app. The interface isn't user friendly and is very laggy. Any function is not working properly.
49,43,142,3.5,27:07.1,bakar app hai pasa la laga fir id band kar da ga
49,87,115,3.6,27:07.1,"i installed the app and signed up after few minutes it asked for sign in I tried again and again but it didn't open I changed my password, re install the app but won't open now as well"
49,15,201,4.2,27:07.1,Best app to keep track of your books
49,54,356,5,27:07.1,Over all good all
50,27,43,2.9,27:07.1,nice performance
50,72,97,2.7,27:07.1,A great game to strengthen the mind.
50,42,90,2.5,27:07.1,horrible. dont use cannot get it to stop changing location on its own. like no i dont want to work 5 states away fix youre garbage app im not using it anymore
50,85,166,3.7,27:07.1,For beginners it's seems to be useful...
50,62,192,3.2,27:07.1,lots of advertisements.it must be like divya bhaskar
51,99,42,2.3,27:07.1,very good for beginners
51,19,100,2.5,27:07.1,when we click on register it will not proceed further to click on the next and even the checkbox can't even operate
51,38,160,3.3,27:07.1,best app can ever exist for internship and opportunities. love it
51,6,94,2.4,27:07.1,Its awesome even though there are a lot of ads but when you draw something it can be nearly as perfect as you think about it in your head
51,37,249,4.2,27:07.1,Nice and easy
51,92,225,4.9,27:07.1,good app for coding try this
51,11,219,4.6,27:07.1,"I can't sign in because Amazon keeps sending the authentication code to my old phone number, and their support system is not helpful. I guess I will have to use Google Books instead."
52,23,75,2.1,27:07.1,bahut accha
52,5,56,2.5,27:07.1,very bad. it bugged after 1 day of using!!!
52,51,114,3.5,27:07.1,Waste of time some times the orders delayed more days there is no cancellation option also.
52,64,134,3.5,27:07.1,"App has been good so far. However, it would have been more beneficial if we get an option to highlight any word to find its meaning. e. g. When I read any article and get stuck in any word and want to seek meaning of it, app should allow me to select word and should take me to dictionary or web to find meaning of it. App should also allow me to highlight any line which I can take it as a note once I am done with it."
52,24,189,3.3,27:07.1,"worst app ever made not even opened install it more than 10 times and this app doesn't even open once , install 10 times during a period of one week byjus should spend more money in its IT department rather than its marketing department"
53,66,18,1.8,27:07.1,good but sometimes does not work
53,42,87,2.3,27:07.1,good experience
53,12,158,3.3,27:07.1,"works alright, but skips using lower bandwidth Bluetooth connections. also when I open the app I immediately get ads for new books. like F off, I just want to listen to the book I'm currently working on."
53,52,98,2.3,27:07.1,Cheating company showing 25% discount when you add to cart price rises & discount reduces to 10%.neverer use this big fraud company.
53,86,223,4.2,27:07.1,A very good app
53,13,216,4.9,27:07.1,"Awful. Thankfully I get this app through benefits of my job, as I would NEVER consider paying a direct membership to Storytel. Half of the books are 'location blocked' , including MAJORITY of the top reads & classics. and on the rare occasion you find a book, it has a suspicious hour count (way shorter than expected) I haven't found a suitable book to get into yet but i highly suspect these low hour count ones turn out to be a 'sample' or something... it could have potential but severely lacks"
53,24,406,5,27:07.1,not at all User friendly
54,86,66,2.5,27:07.1,you are the best
54,28,64,2.8,27:07.1,"Despite being I'm deaf, I can learn through Edx app very easily. It has all accessibility services and doubt clearing supports which can make me very easily to learn"
54,98,97,2.4,27:07.1,Muito muito bom mesmo
54,32,164,3.6,27:07.1,good app really cash back money app
54,88,203,4.5,27:07.1,"good app, the AI agent is very good too but I did not loved the limitations for free use at all..."
54,97,301,5,27:07.1,You cannot use scanner class in the programs. Please fix it
54,77,267,4.1,27:07.1,"never used. I opened an account, never messaged anyone, never used it. forgot I had the app. opened it months later to find a request for a personal video to confirm my identity. very creepy and weird app."
55,45,32,2.5,27:07.1,fraud scammer
55,90,101,3.6,27:07.1,The app is very good and it is very useful
55,9,128,3.2,27:07.1,just download the app
55,70,117,3.4,27:07.1,Good experience
56,39,51,2.4,27:07.1,lokal jobs very useful and easy to use this app
56,60,59,2.3,27:07.1,"The Lokal Jobs app for hiring and was best, verified candidates made the process smooth, and I received quick responses. The prices are cheap, and I found exactly what I was looking for."
56,87,153,3.7,27:07.1,####Bug Bookmark button in article read isn't working. Bookmark works only in article list in author profile. need a fix
56,93,101,3.1,27:07.1,it's great app
57,6,17,1.5,27:07.1,greatest app everrrrrrrr
